4	10	0.5	2.34166241713	7.07209394257
6	15	0.266666666667	2.79959204488	6.28604464393
8	20	0.15	4.12646608873	3.63318978277
7	20	0.25	4.60428352881	5.04527934492
5	13	0.384615384615	4.18408975013	10.0103685816
4	10	0.5	2.34166241713	14.972902764
6	15	0.266666666667	2.79959204488	9.56255615271
8	20	0.15	4.12646608873	5.2
2	10	0.5	1.8385124809	11.4780498179
4	10	0.5	3.01525165226	8.32502518524
10	10	0.5	5.07284768212	2.92445269732
11	10	0.5	5.66040609137	8.46263260896
15	10	0.5	5.90050761421	6.78571428571
1	10	0.5	1.0	7.28059077165
